reference,name,site-addre,hectares,ownership-,planning_2,water_risk,soil_risk,slope_risk,total_risk
Crum_Cap_001,Crum_Cap_001,27 Middleton Road,0.461181,unknown-ownership,non-permissioned,0.8865474254330107,0.5833333333333334,0.8851062841143417,0.7849956809602285
Burn1901,Burn1901,"Kingsway Business Centre, 140 Kingsway",0.437533,unknown-ownership,non-permissioned,0.9973270447521896,0.5833333333333334,0.9536286544393606,0.8447630108416279
Picc1904,Picc1904,North Campus (ID Manchester),4.52034,unknown-ownership,non-permissioned,0.9636765107871171,0.75,0.8018926743197429,0.8385230617022866
Moss1900,Moss1900,Moss Lane East / Princess Road (Reno site),0.532649,unknown-ownership,non-permissioned,0.7065646354320988,0.75,0.8487713705179633,0.7684453353166872
Wood1900,Wood1900,Former Woodpecker Pub Selstead Road,0.172611,unknown-ownership,non-permissioned,0.45415938659661187,0.75,0.9365574244652675,0.7135722703539598
CC_Cap_801,CC_Cap_801,34 Charlotte Street (Lindencourt House),0.028649,unknown-ownership,non-permissioned,0.8739113790855035,0.5833333333333334,0.7602965335651519,0.7391804153279963
Crum2002,Crum2002,Land between Bury Old Road & Catherine Road,0.221164,unknown-ownership,non-permissioned,0.7762249719315978,0.5833333333333334,0.9525891979423988,0.7707158344024433
Anco2003,Anco2003,Bowlers Yard (Munday Street / Pollard Street),0.08898,unknown-ownership,non-permissioned,0.9553057379966453,0.5833333333333334,0.8863858611277129,0.8083416441525638
Whal2001,Whal2001,Former Nello James Centre,0.247404,unknown-ownership,non-permissioned,0.7426700211847945,0.5833333333333334,0.9072876971025358,0.7444303505402212
Fall2000,Fall2000,"USDAW site, Langley Road Fallowfield",0.808836,unknown-ownership,non-permissioned,0.8816556192190259,0.75,0.8823788429928747,0.8380114874039668
Park2001,Park2001,Mauldeth House Nell Lane Chorlton,0.310689,unknown-ownership,non-permissioned,0.9639740961275541,0.5833333333333334,0.9100070811032265,0.8191048368547046
Chee2002,Chee2002,Great Ducie Street Masterplan Area,6.525389,unknown-ownership,non-permissioned,0.9869086567760619,0.5833333333333334,0.9206735251608837,0.8303051717567597
Picc2005,Picc2005,London Rd/Altrincham St,0.131194,unknown-ownership,non-permissioned,0.9330383126593519,0.7232978992660086,0.9318744542249197,0.86273688871676
Anco1905,Anco1905,GML Masterplan: The Grange,0.340084,unknown-ownership,non-permissioned,0.8854111648983833,0.5833333333333334,0.9537617527211545,0.8075020836509571
Long_Cap_1001,Long_Cap_1001,Land At Junction Of Birch Land And Plymouth Grove,0.098142,unknown-ownership,non-permissioned,0.9173431380217454,0.6168160318645755,0.960055138038988,0.8314047693084362
CC_Cap_906,CC_Cap_906,Piccadilly Trading Estate,2.974643,unknown-ownership,non-permissioned,0.9708126325222107,0.5833333333333334,0.9017795706817415,0.8186418455124285
Harp2100,Harp2100,Conran Street Market Site (Southwell St / Conran St),0.308314,unknown-ownership,non-permissioned,0.8525168449493318,0.5833333333333334,0.913872307067575,0.7832408284500801
Mile2102,Mile2102,Oldham Road (Phase 1b) & Former Rosedale Building (Phase 2),0.877375,unknown-ownership,non-permissioned,0.9102934358699556,0.5833333333333334,0.8578578357613502,0.7838282016548798
Dean2100,Dean2100,Great Northern Complex,0.827666,unknown-ownership,non-permissioned,0.9389684207626886,0.6536340852130326,0.9253441144332494,0.8393155401363236
Harp2104,Harp2104,Carisbrook Street / Blencarn Walk,0.167923,unknown-ownership,non-permissioned,0.8769537970592303,0.5833333333333334,0.9545055195459641,0.8049308833128426
Dean2101,Dean2101,New Elm Road (off Water Street),1.044041,unknown-ownership,non-permissioned,0.9865420980248297,0.5833333333333334,0.9410756369964193,0.8369836894515275
Clay2100,Clay2100,Crabtree Lane,1.975521,unknown-ownership,non-permissioned,0.7546885594205445,0.5833333333333334,0.9467654253194366,0.7615957726911048
Park2101,Park2101,"Riley's Snooker Hall, off Barlow Moor Road",0.177538,unknown-ownership,non-permissioned,0.9464865691294457,0.75,0.9217424358012488,0.8727430016435648
Bagu2100,Bagu2100,Wytheshawe Hospital,4.281888,unknown-ownership,non-permissioned,0.7956621799470408,0.5833333333333334,0.9019694835768065,0.7603216656190602
Char2102,Char2102,"VASA club, Whitemoss Road",0.390549,unknown-ownership,non-permissioned,0.7854604467240345,0.5833333333333334,0.9197498221850197,0.7628478674141291
Ardw2100,Ardw2100,Ardwick Green NDF sites,14.303563,unknown-ownership,non-permissioned,0.9816611555023939,0.5833333333333334,0.9439156009407461,0.8363033632588245
Ardw2101,Ardw2101,Upper Brook Street - MODA (STUDENT),1.562389,unknown-ownership,non-permissioned,0.9268095698345628,0.5833333333333334,0.9578311262607823,0.8226580098095595
Moss2200,Moss2200,98 Wilmslow Road,0.107282,unknown-ownership,non-permissioned,0.9584244788111705,0.75,0.8901047936497467,0.8661764241536392
Dean2203,Dean2203,Apex Tower / Trumpet Street,0.0236,unknown-ownership,non-permissioned,0.958291577661299,0.5833333333333334,0.7432611271342546,0.7616286793762956
Anco2200,Anco2200,Ancoats Works,0.568685,unknown-ownership,non-permissioned,0.9561319789524707,0.5833333333333334,0.8591028185206915,0.7995227102688318
Whal2200,Whal2200,"Land at rear of British Muslim Heritage Centre, College Road",0.48381,unknown-ownership,non-permissioned,0.8131373467536358,0.7231987035651957,0.9506423553666159,0.8289928018951492
Mile2200,Mile2200,Varley Street / Rosewell Avenue,0.651285,unknown-ownership,non-permissioned,0.8418969700794847,0.5833333333333334,0.9121723362414467,0.7791342132180882
Ardw2200,Ardw2200,1-5 Plymouth Grove STUDENT,0.1717,unknown-ownership,non-permissioned,0.875986662188575,0.5833333333333334,0.9339968547885528,0.7977722834368204
Dean2201,Dean2201,Charlotte House 10 Charlotte Street,0.032159,unknown-ownership,non-permissioned,0.8603922197251025,0.5833333333333334,0.9034241303465874,0.7823832278016744
Burn2201,Burn2201,"B&M superstore site, Kingsway",1.528476,unknown-ownership,non-permissioned,0.9763303570435702,0.5833333333333334,0.9159220757863746,0.8251952553877594
Rush2202,Rush2202,"High Elms, Upper Park Road",0.342996,unknown-ownership,non-permissioned,0.9014625920998902,0.5833333333333334,0.9527724336101814,0.8125227863478016
Long2200,Long2200,"Former South Gorton Housing Office, Buckley Road",0.384368,unknown-ownership,non-permissioned,0.9713577449498466,0.5833333333333334,0.9078336790452586,0.8208415857761461
Chee2201,Chee2201,South of Roger Street (Victoria North),1.282523,unknown-ownership,non-permissioned,0.9858909248016501,0.5833333333333334,0.8380675550702684,0.8024306044017506
High_Cap_010,High_Cap_010,West of Riverdale Road,0.175721,unknown-ownership,non-permissioned,0.9041505941788182,0.5833333333333334,0.8468586268110467,0.7781141847743994
Char_Cap_900,Char_Cap_900,"Broadmoss Drive sites, Charlestown",0.429554,unknown-ownership,non-permissioned,0.6667832882255046,0.5833333333333334,0.8554998567980581,0.7018721594522986
Harp_Cap_1000,Harp_Cap_1000,Vauxhall Gardens/Sandhills (Victoria North),6.99219,unknown-ownership,non-permissioned,0.9463324710087286,0.5833333333333334,0.7863075946751049,0.7719911330057223
Crum2100,Crum2100,North Manchester General Hospital,6.623626,unknown-ownership,non-permissioned,0.9035175745320658,0.5833333333333334,0.9508630947042089,0.8125713341898694
Chor2300,Chor2300,Chorlton Picturehouse,0.122746,unknown-ownership,non-permissioned,0.7775465088381541,0.75,0.9373896926127584,0.8216454004836375
Dean2300,Dean2300,Albert Bridge House,0.838687,unknown-ownership,non-permissioned,0.9478990681900248,0.5833333333333334,0.8400011760626708,0.7904111925286763
Picc2309,Picc2309,East Village Central Framework,0.686275,unknown-ownership,non-permissioned,0.8785068177897587,0.5833333333333334,0.9129888421218996,0.7916096644149971
Ardw2301,Ardw2301,88-89 Carmoor Road STUDENT,0.207805,unknown-ownership,non-permissioned,0.8289028633356159,0.5833333333333334,0.8955762922176712,0.7692708296288734
Gort2303,Gort2303,"Gorton District Centre Framework: Gymnastics Centre, Garratt Way",0.623717,unknown-ownership,non-permissioned,0.9451278997072814,0.5833333333333334,0.9642803993997471,0.8309138774801207
Gort2304,Gort2304,"Gorton District Centre Framework: Gorton Library site, Garratt Way",0.467554,unknown-ownership,non-permissioned,0.943530638847088,0.5833333333333334,0.9418974776779966,0.8229204832861393
Gort2305,Gort2305,"Gorton District Centre Framework: Care Home, Sibley Street",0.316064,unknown-ownership,non-permissioned,0.944123180430412,0.5833333333333334,0.9614062771402654,0.829620930301337
Gort2306,Gort2306,"Gorton District Centre Framework: James Court, Wellington Street",0.132513,unknown-ownership,non-permissioned,0.9427532305552322,0.5833333333333334,0.9458521537555313,0.8239795725480322
Clay2300,Clay2300,"Land Incorporating 1A Stanley Street, 3-5 Ogden Lane And 1292 Ashton Old Road",0.127011,unknown-ownership,non-permissioned,0.7294445581499819,0.5833333333333334,0.9441835435137321,0.752320478332349
Hulme2300,Hulme2300,"Three Legs of Man, Stretford Road",0.019531,unknown-ownership,non-permissioned,0.820342746577492,0.75,0.7898507061138278,0.7867311508971065
Gort2309,Gort2309,Gorton Lane Youth Centre,0.086543,unknown-ownership,non-permissioned,0.8930157533177563,0.5833333333333334,0.9396156142662299,0.8053215669724398
Harp2300,Harp2300,"Deneside care home site, Silchester Drive",0.251043,unknown-ownership,non-permissioned,0.8761395131327468,0.5833333333333334,0.8853788725982331,0.7816172396881044
Harp2303,Harp2303,Site of former 17-27 Moston Lane,0.184534,unknown-ownership,non-permissioned,0.8538798282175898,0.5833333333333334,0.8968093531234009,0.7780075048914413
Wood2300,Wood2300,Wythenshawe Civic Centre: Forum Car Park site,0.52322,unknown-ownership,non-permissioned,0.5611825706140825,0.5833333333333334,0.9250499216231852,0.6898552751902004
Wood2301,Wood2301,Wythenshawe Civic Centre: Shell site,1.751342,unknown-ownership,non-permissioned,0.5852656671147534,0.5833333333333334,0.9383186247926242,0.702305875080237
Wood2302,Wood2302,Wythenshawe Civic Centre: Townhouses,0.707532,unknown-ownership,non-permissioned,0.5994420551913013,0.5833333333333334,0.8969284716045082,0.6932346200430476
Wood2304,Wood2304,Wythenshawe Civic Centre: Centron House,0.222658,unknown-ownership,non-permissioned,0.6244180957825228,0.5833333333333334,0.8845415984907685,0.6974310092022082
Wood2305,Wood2305,Wythenshawe Civic Centre: The Restaurants Site,1.103287,unknown-ownership,non-permissioned,0.6160856067060594,0.6783371183446882,0.9240535264356654,0.7394920838288043
Wood2306,Wood2306,Wythenshawe Civic Centre: Old Bus Station site,0.406493,unknown-ownership,non-permissioned,0.6261138133333827,0.5979400749063669,0.9330421293831389,0.7190320058742962
Long2300,Long2300,17-19 Slade Lane,0.148485,unknown-ownership,non-permissioned,0.932227301219522,0.5833333333333334,0.9733042219701012,0.8296216188409855
Long2301,Long2301,764-786 Stockport Road,0.119833,unknown-ownership,non-permissioned,0.860413416835396,0.5833333333333334,0.9375114197684254,0.793752723312385
Hulme2301,Hulme2301,215-233 Chester Road,0.48094,unknown-ownership,non-permissioned,0.9309877801549827,0.75,0.9061768347185528,0.8623882049578452
Dean2303,Dean2303,Hulme Street car park,0.641585,unknown-ownership,non-permissioned,0.9686796359718481,0.6644620811287479,0.9217031269998963,0.8516149480334975
Picc2302,Picc2302,West of Pigeon Street,0.068544,unknown-ownership,non-permissioned,0.8547339366589546,0.5833333333333334,0.9558910513232807,0.7979861071051895
Picc2303,Picc2303,Marshall Street,0.142116,unknown-ownership,non-permissioned,0.8796134289887131,0.5833333333333334,0.9558732994318181,0.8062733539179548
Picc2304,Picc2304,Rochdale Road (Euro Car Parks site),0.210852,unknown-ownership,non-permissioned,0.9102462886224735,0.5833333333333334,0.8987534421290048,0.7974443546949371
Chor2302,Chor2302,"Chorlton Nursery, Wilbraham Road",0.056712,unknown-ownership,non-permissioned,0.8499116376551266,0.6808577144286071,0.9571642200230648,0.8293111907022661
Picc2305,Picc2305,"Rochdale Road Car Parks, Livesey St / Moorhead St",1.884608,unknown-ownership,non-permissioned,0.8999574355221842,0.5833333333333334,0.8715972297488654,0.7849626662014609
Picc2306,Picc2306,Church Street car park,0.659982,unknown-ownership,non-permissioned,0.8925543095251436,0.5833333333333334,0.9038800312522166,0.7932558913702312
Moss2303,Moss2303,Land at Barnhill St / Moss Lane East (site 2),0.374432,unknown-ownership,non-permissioned,0.7158494598273577,0.75,0.8602567728737746,0.7753687442337108
Picc2307,Picc2307,Mayfield - Macdonald car park site,0.17967,unknown-ownership,non-permissioned,0.9445896936787755,0.590943113772455,0.8829139577639205,0.8061489217383837
Anco2300,Anco2300,Poland Street,0.476047,unknown-ownership,non-permissioned,0.8314233677578505,0.5833333333333334,0.9473548774582234,0.7873705261831357
Anco2301,Anco2301,"Ancoats Green, Jersey Street",0.426806,unknown-ownership,non-permissioned,0.8458821074072842,0.5833333333333334,0.9445472866225453,0.7912542424543876
Dean2304,Dean2304,Viadux Phase 2b,0.125127,unknown-ownership,non-permissioned,0.9550017104500383,0.5833333333333334,0.7859467300057739,0.7747605912630485
Dean2305,Dean2305,Cambridge Circus STUDENT,0.924477,unknown-ownership,non-permissioned,0.9450324988731894,0.5914179104477612,0.9593458726983484,0.831932094006433
Char2300,Char2300,Carville Road,0.366315,unknown-ownership,non-permissioned,0.7021321049438006,0.5833333333333334,0.9361331955348982,0.7405328779373441
Chor2303,Chor2303,Manchester Islamic High School for Girls,0.418482,unknown-ownership,non-permissioned,0.8192233824779934,0.5833333333333334,0.9255854646474199,0.776047393486249
Moss2304,Moss2304,"Former children's centre, Adscombe Street",0.573352,unknown-ownership,non-permissioned,0.6732003283317548,0.75,0.9458842330887335,0.7896948538068295
Long2303,Long2303,"West of Showcase cinema site, Hyde Road",0.836579,unknown-ownership,non-permissioned,0.8374981045625598,0.5833333333333334,0.9122674939213693,0.7776996439390874
Long2304,Long2304,"South of Showcase cinema site, Hyde Road",0.661331,unknown-ownership,non-permissioned,0.875212999400606,0.5833333333333334,0.938036663888434,0.7988609988741245
Gort2310,Gort2310,35 Garratt Way,0.267891,unknown-ownership,non-permissioned,0.9569191452896999,0.5833333333333334,0.91871017528475,0.8196542179692612
Anco2400,Anco2400,Bradford Road / Beswick Street,0.180907,unknown-ownership,non-permissioned,0.9535433402305011,0.5833333333333334,0.9212871701896097,0.8193879479178147
Brook2400,Brook2400,Park Hotel Pub,0.280411,unknown-ownership,non-permissioned,0.754219457552242,0.5833333333333334,0.8825314864546274,0.7400280924467343
Wood2400,Wood2400,Emmaus South Manchester,0.43862,unknown-ownership,non-permissioned,0.5835807928507899,0.5833333333333334,0.9325352580441433,0.6998164614094223
Anco2401,Anco2401,GML Masterplan: Ashton New Road (Plot 2),0.208632,unknown-ownership,non-permissioned,0.8879258830416913,0.5833333333333334,0.9457754258610668,0.8056782140786972
Anco2402,Anco2402,GML Masterplan: Grey Mare Lane / Raglan Close / Sledmore Close (plots 5 & 6),0.572191,unknown-ownership,non-permissioned,0.8872567834477663,0.5833333333333334,0.9625001579693464,0.8110300915834819
Anco2403,Anco2403,GML Masterplan: Teardrop Site,0.407966,unknown-ownership,non-permissioned,0.9400009447354908,0.5833333333333334,0.9272438263113361,0.8168593681267201
Anco2404,Anco2404,GML Masterplan: Former Police Station site,0.877997,unknown-ownership,non-permissioned,0.9786414094142643,0.5833333333333334,0.9323422218208232,0.8314389881894736
Mile2403,Mile2403,Land at end of Rothwell Street,0.121072,unknown-ownership,non-permissioned,0.914013864796162,0.5833333333333334,0.9362885972705989,0.8112119318000315
Mile2404,Mile2404,Oldham Road / Rothwell Street,0.127006,unknown-ownership,non-permissioned,0.928863880243132,0.5833333333333334,0.939605747555627,0.8172676537106974
Mile2400,Mile2400,Newton Silk Mill,0.166914,unknown-ownership,non-permissioned,0.9033006606021234,0.5833333333333334,0.9165315128569542,0.8010551689308038
Mile2401,Mile2401,Droylesden Road,0.414999,unknown-ownership,non-permissioned,0.9115474648394819,0.5833333333333334,0.9477932920911377,0.814224696754651
Mile2402,Mile2402,Land off Rothwell Street,0.198997,unknown-ownership,non-permissioned,0.9224108218547287,0.5833333333333334,0.9322462486877836,0.8126634679586152
Ardw2400,Ardw2400,Land of Cottenham Street & Kincardine Road (STUDENT),0.996733,unknown-ownership,non-permissioned,0.8948657294661936,0.5833333333333334,0.950589642092211,0.8095962349639126
Dean2400,Dean2400,Charles Street car park STUDENT,0.03373,unknown-ownership,non-permissioned,0.9809837083845252,0.75,0.8531293139219064,0.8613710074354772
Dean2401,Dean2401,First Street South (Plot 11) STUDENT,0.179279,unknown-ownership,non-permissioned,0.9465190962356749,0.75,0.9156899685630896,0.8707363549329216
Gort2400,Gort2400,"Victoria Works, Sunny Brow Road, Gorton",0.646609,unknown-ownership,non-permissioned,0.9837039353999666,0.5833333333333334,0.9538353237068907,0.8402908641467303
North2400,North2400,Express Solicitors 313-315 And 317-319 Palatine Road,0.118101,unknown-ownership,non-permissioned,0.8894634287407018,0.6582825203252034,0.9410615282122069,0.8296024924260373
Dean2402,Dean2402,Viadux Phase 2a,0.040318,unknown-ownership,non-permissioned,0.9528079150114339,0.5833333333333334,0.7889899711348455,0.7750437398265375
Picc2400,Picc2400,Store Street/Sparkle Street,0.269293,unknown-ownership,non-permissioned,0.8717972417322909,0.5833333333333334,0.8929018692290264,0.7826774814315502
Picc2401,Picc2401,Cable Street Car Park - New Cross Zone A,0.071265,unknown-ownership,non-permissioned,0.8711454084549627,0.5833333333333334,0.9270782524818075,0.7938523314233678
Wood2401,Wood2401,"Wythenshawe Civic Centre: Brotherton House, Cornfield Road Wythenshawe",1.743643,unknown-ownership,non-permissioned,0.5480960592327244,0.5833333333333334,0.9467692733542097,0.6927328886400891
Wood2402,Wood2402,Wythenshawe Civic Centre: Old Barclays Data Centre site,0.748884,unknown-ownership,non-permissioned,0.6430545664713059,0.5833333333333334,0.7785070162049638,0.6682983053365343
Hulme2400,Hulme2400,Land At Cornbrook Road,0.228387,unknown-ownership,non-permissioned,0.939908974302194,0.5833333333333334,0.9268519325402959,0.8166980800586078
Anco2405,Anco2405,Land At Old Mill Street,0.114769,unknown-ownership,non-permissioned,0.9216137205322297,0.5833333333333334,0.8400111718940798,0.781652741919881
Chee2400,Chee2400,Trinity Point,1.044114,unknown-ownership,non-permissioned,0.9579220568904474,0.5833333333333334,0.8764941559929937,0.8059165154055915
High2400,High2400,20 French Barn Lane,0.35895,unknown-ownership,non-permissioned,0.8815317051107437,0.5833333333333334,0.8515940287276855,0.7721530223905875
Bagu2401,Bagu2401,"Nursery, Greenbrow Road",0.147817,unknown-ownership,non-permissioned,0.6756177312334644,0.75,0.9015544944769274,0.7757240752367972
Anco2411,Anco2411,GML Masterplan: Leisure Centre car park,0.532491,unknown-ownership,non-permissioned,0.9569967987077498,0.5833333333333334,0.9298996290035202,0.823409920348201
Anco2412,Anco2412,GML Masterplan: Grey Mare Lane & Newcombe Close,0.379678,unknown-ownership,non-permissioned,0.8789609365406404,0.5833333333333334,0.9452221565777297,0.8025054754839012
Ardw2401,Ardw2401,Victoria Point 44 Hathersage Road (STUDENT),1.29251,unknown-ownership,non-permissioned,0.8178448005510769,0.7247782002534856,0.9410609967179818,0.827894665840848
Old2401,Old2401,"Adjacent to Withington Baths, Burton Road",0.063511,unknown-ownership,non-permissioned,0.8411775570232938,0.6329274479959411,0.974237230989139,0.816114078669458
Picc2403,Picc2403,"Weston Hall and Pendulum Hotel, Sackville Street (STUDENT)",0.681738,unknown-ownership,non-permissioned,0.9761632731438502,0.6744345016157097,0.9248311439015783,0.8584763062203794
Burn2400,Burn2400,Burnage Library,0.11856,unknown-ownership,non-permissioned,0.9531473235186965,0.5833333333333334,0.8944095286341168,0.8102967284953823
Burn2401,Burn2401,"Community Centre, Burnage Lane",0.140061,unknown-ownership,non-permissioned,0.9450122150968332,0.5833333333333334,0.998930805574981,0.8424254513350492
Wood2403,Wood2403,Wythenshawe Civic Centre: Alpha House,0.376869,unknown-ownership,non-permissioned,0.6145570832287874,0.5833333333333334,0.942871332105249,0.7135872495557899
Anco2415,Anco2415,Ashton Old Road / Lime Bank Street,0.976389,unknown-ownership,non-permissioned,0.9099075852088627,0.5833333333333334,0.9065169353054539,0.7999192846158834
Ardw_Cap_108,Ardw_Cap_108,Coverdale Crescent,0.109023,unknown-ownership,non-permissioned,0.9896098908788051,0.5833333333333334,0.9449526712300764,0.8392986318140716
Long2302,Long2302,Mount Road / Former Mellands Playing Fields,0.435364,unknown-ownership,non-permissioned,0.9122695850183585,0.5833333333333334,0.911170817480947,0.8022579119442129
Burn2300,Burn2300,Burnage Cricket Club,0.392348,unknown-ownership,non-permissioned,0.9906726951467363,0.5833333333333334,0.8996426060907987,0.8245495448569562
Anco2409,Anco2409,GML Masterplan: Alan Turing Way / Willow Street,0.083501,unknown-ownership,non-permissioned,0.8935279609599381,0.5833333333333334,0.8774736185492796,0.7847783042808504
Anco2414,Anco2414,GML Masterplan: Grey Mare Lane & Albert Street,0.124501,unknown-ownership,non-permissioned,0.9047938415418392,0.5833333333333334,0.9001825827841582,0.7961032525531103
Anco2416,Anco2416,Land between Lime Bank Street & railway line,0.875941,unknown-ownership,non-permissioned,0.9047095388464882,0.5833333333333334,0.8887106506579721,0.7922511742792645
Harp_Cap_017,Harp_Cap_017,Moss Brook Road,0.156184,unknown-ownership,non-permissioned,0.7931279826139056,0.5833333333333334,0.9047237028405852,0.7603950062626081
Clay2102,Clay2102,"Bowling club off Backwell St / Club St, Openshaw",0.167875,unknown-ownership,non-permissioned,0.6636514737144625,0.5833333333333334,0.9486424310627403,0.7318757460368454
KG6,KG6,"Site at William Road, Kidsgrove",0.18,not-owned-by-a-public-authority,not-permissioned,0.9173508800018073,0.75,0.9281574549986947,0.8651694450001673
NC75,NC75,Land to the rear of Harriseahead Methodist Memorial Church,0.26,not-owned-by-a-public-authority,not-permissioned,0.9702234496331456,0.75,0.8138020956569354,0.8446751817633604
SHA0008,SHA0008,"Site corner of Ripponden Rd / Broadbent Rd, Derker",0.28,owned-by-a-public-authority,not-permissioned,0.7230052498579168,0.5833333333333334,0.9454413815966906,0.7505933215959802
SHA1796,SHA1796,"County Court, Rochdale Rd, Oldham",0.26,,not-permissioned,0.6114582787038277,0.5833333333333334,0.8764449121576601,0.6904121747316071
SHA2131,SHA2131,"Shop Direct Site, Linney Lane, Shaw",12.45,,not-permissioned,0.9515894334338488,0.5833333333333334,0.7969006540223957,0.7772744735965259
SHA0079,SHA0079,"Broadbent Rd, Oldham",1.11,not-owned-by-a-public-authority,not-permissioned,0.6458698970704773,0.5833333333333334,0.8810134886635578,0.7034055730224562
SHA1050,SHA1050,"5 Horsedge Street, Oldham",0.08,,not-permissioned,0.6932485315053385,0.5833333333333334,0.7928416969720626,0.6898078539369115
SHA1384,SHA1384,"Former CPD Centre, Rosary Road",1.37,owned-by-a-public-authority,not-permissioned,0.6709161128026144,0.5833333333333334,0.882118869338632,0.71212277182486
SHA1865,SHA1865,"Slackcote Mill, Slackcote Lane, Delph",1.01,,not-permissioned,0.9829715348051365,0.5833333333333334,0.8106917584631259,0.7923322088671986
SHA1998,SHA1998,"Tommyfield Market, Albion Street, Oldham, OL1 3BG",1.12,,not-permissioned,0.6511632029140517,0.5833333333333334,0.9033598801373076,0.7126188054615642
SHA2064,SHA2064,Land btw Burnley Lane and Chadderton Way (PEZ 12 Fernhurst Mill),2.13,,not-permissioned,0.8220708503575807,0.5833333333333334,0.8858639221252321,0.7637560352720487
HLA2989.1,HLA2989.1,"Land at Schofield Street, Ashton Road and Copsterhill Road, Oldham (Phase 2)",1.88,owned-by-a-public-authority,not-permissioned,0.8081371750821771,0.5833333333333334,0.9055343280811372,0.7656682788322159
HLA2999(1),HLA2999(1),"Land at Alfred Street, Castleton Street and Edward Street, Oldham (off St. John's St.)",0.44,,not-permissioned,0.5531278032200263,0.5833333333333334,0.881075735084681,0.6725122905460136
HLA3122,HLA3122,"Former Springhead Quarry, Cooper Street, Springhead, Oldham",2.33,,not-permissioned,0.8869816738854092,0.5833333333333334,0.6939325832750862,0.7214158634979428
SHA2133,SHA2133,"64 - 66 Market Street, Shaw",0.02,,not-permissioned,0.9535422993666425,0.5833333333333334,0.9416328188378107,0.8261694838459288
SHA1660,SHA1660,"Heron Mill, Heron Street",1.92,not-owned-by-a-public-authority,not-permissioned,0.6336236171576767,0.5833333333333334,0.9535922755802573,0.7235164086904224
SHA0038,SHA0038,"Devon Mill, Devon Way, Hollinwood",1.26,not-owned-by-a-public-authority,not-permissioned,0.675556206201394,0.5833333333333334,0.9208439746237456,0.7265778380528243
SHA1862,SHA1862,"Anchor Mill, Daisy Street, Oldham",0.88,,not-permissioned,0.5654354481102827,0.5833333333333334,0.8762270733788411,0.6749986182741523
SHA1312,SHA1312,"Land at Hawthorn Road, Hollinwood",0.16,,not-permissioned,0.768361450379841,0.5833333333333334,0.9352111952823333,0.7623019929985025
SHA1117,SHA1117,"Land fronting Ripponden Road, Sholver",0.95,,not-permissioned,0.6866469154376947,0.5833333333333334,0.8600072433630007,0.709995830711343
HLA2650,HLA2650,"Byron Street Social Club, Byron Street, Hollinwood, Oldham, OL8 4QT",0.067,not-owned-by-a-public-authority,not-permissioned,0.7167632129466198,0.5833333333333334,0.9441952602338762,0.7480972688379431
HLA2225,HLA2225,"Land off Tanners Fold, Fitton Hill, Oldham",0.16,,not-permissioned,0.8559276756836536,0.5833333333333334,0.7933100818707255,0.7441903636292375
HLA2935,HLA2935,"Former Delph Chapel, Hill End Road, Delph, Oldham, OL3 5HW",0.36,,not-permissioned,0.9858277546196164,0.5833333333333334,0.6099810879572701,0.7263807253034066
HLA3674,HLA3674,"248 Oldham Road, Failsworth, M35 0HB",0.1,,not-permissioned,0.8553636590507793,0.5833333333333334,0.9257019835022494,0.7881329919621206
HLA3743,HLA3743,"12-14 Thompson Lane, Chadderton, OL9 8LT",0.15,,not-permissioned,0.6592113171876511,0.5833333333333334,0.94801138509921,0.7301853452067316
SHA0060,SHA0060,"Chadderton Mill, off Fields New Rd, Chadderton",2.02,not-owned-by-a-public-authority,not-permissioned,0.6650584821471918,0.6506580612503163,0.9385226040340489,0.7514130491438523
SHA1003,SHA1003,"Cairo Mill, Greenacres Road, Lees",1.92,,not-permissioned,0.8704955349761404,0.5833333333333334,0.7395024253548645,0.7311104312214461
SHA1004,SHA1004,"Park Lane, Royton",1.28,,not-permissioned,0.8785612216030173,0.5833333333333334,0.8390820844375078,0.7669922131246194
SHA1057,SHA1057,"Alliance and Brittania Mill Triangle, Spencer Street, Oldham",2.34,,not-permissioned,0.6772431720979339,0.5833333333333334,0.936405318335068,0.7323272745887784
SHA1067,SHA1067,"Land at Roscoe St, Oldham",0.23,mixed-ownership,not-permissioned,0.7284696544635495,0.5833333333333334,0.8057031322303116,0.7058353733423982
SHA1068,SHA1068,"Corner of Bridge St and Roscoe St, Oldham",0.25,not-owned-by-a-public-authority,not-permissioned,0.7343979881386139,0.5833333333333334,0.8637210712634275,0.7271507975784582
SHA1069,SHA1069,"CAB, Bridge St, Oldham",0.03,not-owned-by-a-public-authority,not-permissioned,0.9111942836984394,0.5833333333333334,0.9223562261056614,0.805627947712478
SHA1683,SHA1683,"Marlborough Mill, Failsworth",1.53,,not-permissioned,0.8643233276728927,0.5833333333333334,0.9472650596979427,0.798307240234723
SHA2127,SHA2127,"Former Green Booth Depot, Hunt Lane",0.48,,not-permissioned,0.801910400308099,0.5833333333333334,0.9364953663076959,0.7739130333163762
SHA2129,SHA2129,"Land at Regent Street, Wallshaw Street and Bell Street, Oldham",0.17,,not-permissioned,0.6775897540593415,0.5833333333333334,0.9084201198809564,0.7231144024245437
SHA2132,SHA2132,"Pennine House, 77 Union Street, Oldham",0.12,,not-permissioned,0.7153911012708755,0.5833333333333334,0.8366153903997746,0.7117799416679945
SHA0112,SHA0112,"Corner Knott Lane and Ashton Rd, Oldham",2.27,,not-permissioned,0.9859308510555193,0.5833333333333334,0.928827260968777,0.8326971484525432
